CurrentBlock,InteractionMode,ImageName,GlaucomaGroundTruth,GlaucomaDecision,Message,DecisionConfidenceLevel
PracticeBlock,NoAOIAugmentationState,9071_OD_2021_widefield_report,G,John1,
PracticeBlock,StaticAOIAugmentationState,9071_OD_2021_widefield_report,G,John2,
PracticeBlock,InteractiveAOIAugmentationState,9071_OD_2021_widefield_report,G,John3,
